timestamp,base_yaw.pos,base_pitch.pos,elbow_pitch.pos,wrist_roll.pos,wrist_pitch.pos
4105.525522264,-8.33730347784659,-73.46352670878805,100.0,-42.4310216256525,61.0
4105.558984991,-8.33730347784659,-73.46352670878805,100.0,-42.4310216256525,61.0
4105.592519379,-8.33730347784659,-73.46352670878805,100.0,-42.4310216256525,61.0
4105.625987161,-8.33730347784659,-73.46352670878805,100.0,-42.4310216256525,61.0
4105.659538159,-8.242020009528346,-73.46352670878805,100.0,-42.4310216256525,61.0
4105.693225147,-8.242020009528346,-73.46352670878805,100.0,-42.4310216256525,61.0
4105.726736666,-8.33730347784659,-73.46352670878805,100.0,-42.4310216256525,61.0
4105.760966764,-8.33730347784659,-73.46352670878805,100.0,-42.4310216256525,61.0
4105.794470821,-8.33730347784659,-73.46352670878805,100.0,-42.4310216256525,61.0
4105.828140533,-8.33730347784659,-73.46352670878805,100.0,-42.4310216256525,61.0
4105.863965276,-8.33730347784659,-73.46352670878805,100.0,-42.4310216256525,61.0
4105.897470037,-8.33730347784659,-73.46352670878805,100.0,-42.4310216256525,61.0
4105.930958595,-8.33730347784659,-73.46352670878805,100.0,-42.4310216256525,61.0
4105.964486298,-8.33730347784659,-73.46352670878805,100.0,-42.4310216256525,61.0
4105.998031001,-8.33730347784659,-73.46352670878805,100.0,-42.4310216256525,61.0
4106.031512633,-8.33730347784659,-73.46352670878805,100.0,-42.4310216256525,61.0
4106.065011542,-8.33730347784659,-73.46352670878805,100.0,-42.4310216256525,61.0
4106.098648516,-8.33730347784659,-73.46352670878805,100.0,-42.4310216256525,61.0
4106.132175275,-8.146736541210103,-73.46352670878805,100.0,-42.35645041014169,61.0
4106.165700293,-8.146736541210103,-73.46352670878805,100.0,-42.35645041014169,61.08333333333334
4106.19924181,-8.146736541210103,-73.46352670878805,100.0,-42.35645041014169,61.08333333333334
4106.232760514,-7.86088613625536,-73.46352670878805,100.0,-42.35645041014169,61.08333333333334
4106.267757669,-7.6703191996188735,-73.46352670878805,100.0,-42.28187919463087,61.5
4106.301469192,-7.6703191996188735,-73.46352670878805,100.0,-42.28187919463087,61.66666666666666
4106.33610952,-7.6703191996188735,-73.46352670878805,100.0,-42.28187919463087,61.416666666666686
4106.369574265,-7.6703191996188735,-73.46352670878805,100.0,-42.28187919463087,61.25
4106.403420612,-7.6703191996188735,-73.46352670878805,100.0,-42.28187919463087,61.16666666666666
4106.437599992,-7.6703191996188735,-73.46352670878805,100.0,-42.28187919463087,61.08333333333334
4106.471078974,-7.6703191996188735,-73.46352670878805,100.0,-42.28187919463087,61.08333333333334
4106.504575512,-7.575035731300616,-73.46352670878805,100.0,-42.28187919463087,61.08333333333334
4106.538161359,-7.575035731300616,-73.46352670878805,100.0,-42.28187919463087,61.16666666666666
4106.571648898,-7.575035731300616,-73.46352670878805,100.0,-42.28187919463087,61.5
4106.605779614,-7.575035731300616,-73.46352670878805,100.0,-42.28187919463087,61.66666666666666
4106.639314798,-7.479752262982373,-73.46352670878805,100.0,-42.28187919463087,61.66666666666666
4106.672828465,-7.479752262982373,-73.46352670878805,100.0,-42.28187919463087,61.66666666666666
4106.706324244,-7.479752262982373,-73.46352670878805,100.0,-42.28187919463087,61.333333333333314
4106.739887574,-7.479752262982373,-73.46352670878805,100.0,-42.28187919463087,61.08333333333334
4106.773362058,-7.479752262982373,-73.23377369327972,100.0,-42.28187919463087,61.08333333333334
4106.80694735,-7.479752262982373,-72.31476163124641,100.0,-42.28187919463087,61.0
4106.840523142,-7.479752262982373,-71.0511200459506,100.0,-42.28187919463087,60.91666666666666
4106.873999311,-7.479752262982373,-69.32797242963814,100.0,-42.28187919463087,60.91666666666666
4106.907479406,-7.6703191996188735,-67.71970132107984,100.0,-42.28187919463087,60.91666666666666
4106.946100437,-7.765602667937117,-65.99655370476736,100.0,-42.28187919463087,60.83333333333334
4106.979625917,-7.956169604573603,-64.6180356117174,100.0,-42.28187919463087,60.83333333333334
4107.013190469,-8.146736541210103,-63.469270534175756,96.78995115143056,-42.28187919463087,60.83333333333334
4107.046787964,-8.242020009528346,-62.435381964388284,93.57990230286111,-42.4310216256525,60.83333333333334
4107.080740192,-8.33730347784659,-61.401493394600806,90.50942079553383,-42.65473527218494,60.83333333333334
4107.114307485,-8.33730347784659,-60.25272831705916,87.29937194696441,-42.80387770320656,60.83333333333334
4107.147918811,-8.432586946164847,-58.98908673176336,83.81018841591069,-42.80387770320656,60.83333333333334
4107.18138874,-8.52787041448309,-57.72544514646755,80.60013956734124,-42.87844891871737,60.91666666666666
4107.214933942,-8.52787041448309,-56.23205054566341,76.97138869504536,-42.87844891871737,60.91666666666666
4107.248500698,-8.52787041448309,-54.50890292935095,73.20307048150732,-42.95302013422819,61.16666666666666
4107.281982441,-8.52787041448309,-52.785755313038486,69.155617585485,-42.95302013422819,61.5
4107.315533382,-8.52787041448309,-50.94773118897186,64.82903000697837,-42.95302013422819,61.66666666666666
4107.350411379,-8.623153882801333,-48.99483055715106,60.0837404047453,-42.95302013422819,61.66666666666666
4107.384155863,-8.623153882801333,-46.927053417576104,55.19888346127007,-42.95302013422819,61.75
4107.417649698,-8.623153882801333,-44.974152785755315,50.59316120027913,-43.027591349739005,61.75
4107.451148884,-8.718437351119576,-42.906375646180365,45.98743893928821,-43.027591349739005,61.75
4107.484636028,-8.718437351119576,-40.83859850660539,41.66085136078158,-43.027591349739005,61.75
4107.519591835,-8.718437351119576,-38.65594485927628,37.4738311235171,-43.027591349739005,61.75
4107.553111241,-8.718437351119576,-36.703044227455486,33.84508025122122,-43.027591349739005,61.75
4107.58716437,-8.718437351119576,-34.7501435956347,30.49546406140965,-43.027591349739005,61.75
4107.62075666,-8.718437351119576,-32.7972429638139,27.56454989532449,-43.027591349739005,61.75
4107.654971555,-8.623153882801333,-30.959218839747265,24.7732030704815,-43.027591349739005,61.66666666666666
4107.688516478,-8.623153882801333,-29.121194715680645,22.679692951849262,-43.027591349739005,61.16666666666666
4107.722469965,-8.623153882801333,-27.28317059161401,20.586182833217023,-43.027591349739005,61.08333333333334
4107.75609942,-8.623153882801333,-25.44514646754739,18.771807397069097,-43.027591349739005,61.0
4107.789655545,-8.623153882801333,-23.492245835726592,16.95743196092114,-43.027591349739005,60.91666666666666
4107.824104924,-8.33730347784659,-21.539345203905796,15.282623866015356,-43.027591349739005,60.83333333333334
4107.857594185,-8.05145307289186,-19.586444572085,13.607815771109571,-43.027591349739005,60.83333333333334
4107.891141033,-7.956169604573603,-17.633543940264218,12.072575017445914,-43.027591349739005,60.75
4107.924624572,-7.956169604573603,-15.680643308443422,10.956036287508724,-43.027591349739005,60.583333333333314
4107.958114869,-7.956169604573603,-14.187248707639284,9.97906489881369,-43.027591349739005,59.83333333333334
4107.991733453,-7.956169604573603,-12.808730614589308,9.97906489881369,-43.027591349739005,58.416666666666686
4108.025262322,-7.956169604573603,-12.349224583572664,9.97906489881369,-43.027591349739005,56.333333333333314
4108.058746675,-8.146736541210103,-11.77484204480183,10.53733426378227,-43.027591349739005,53.91666666666666
4108.092205937,-8.242020009528346,-11.315336013785185,11.793440334961616,-43.027591349739005,51.5
4108.125858797,-8.05145307289186,-10.970706490522687,14.166085136078152,-43.027591349739005,48.75
4108.159379388,-8.05145307289186,-10.740953475014365,17.096999302163283,-43.027591349739005,46.08333333333334
4108.192863889,-8.05145307289186,-10.626076967260204,20.44661549197488,-43.027591349739005,43.58333333333334
4108.226359519,-7.956169604573603,-10.626076967260204,23.796231681786466,-43.027591349739005,41.0
4108.259952106,-7.956169604573603,-10.855829982768526,27.704117236566645,-43.027591349739005,38.33333333333334
4108.296792894,-7.956169604573603,-11.20045950603101,32.30983949755756,-43.027591349739005,35.66666666666666
4108.330356686,-7.956169604573603,-11.315336013785185,36.49685973482207,-43.027591349739005,33.333333333333314
4108.36383765,-7.956169604573603,-11.430212521539346,40.96301465457083,-43.027591349739005,31.083333333333343
4108.397374833,-7.956169604573603,-11.430212521539346,45.28960223307746,-42.65473527218494,29.166666666666686
4108.430953716,-7.956169604573603,-11.545089029293507,49.895324494068404,-42.65473527218494,27.583333333333343
4108.464426042,-7.956169604573603,-11.545089029293507,53.80321004884857,-42.72930648769575,26.25
4108.497896691,-7.956169604573603,-11.659965537047682,57.99023028611305,-42.58016405667412,24.91666666666667
4108.531431688,-7.956169604573603,-11.659965537047682,61.89811584089324,-42.505592841163306,23.91666666666667
4108.56496211,-7.86088613625536,-12.234348075818488,64.96859734822053,-42.505592841163306,23.416666666666657
4108.598435204,-7.86088613625536,-13.612866168868464,68.3182135380321,-42.505592841163306,23.25
4108.632137856,-7.86088613625536,-15.221137277426763,71.38869504535938,-42.505592841163306,23.25
4108.667443454,-7.86088613625536,-17.059161401493398,74.31960921144452,-42.72930648769575,23.25
4108.701065537,-7.765602667937117,-18.667432510051697,76.8318213538032,-42.87844891871737,23.25
4108.734581294,-7.765602667937117,-19.931074095347498,79.62316817864618,-42.87844891871737,23.25
4108.768157418,-7.765602667937117,-21.07983917288915,82.41451500348919,-42.87844891871737,23.25
4108.801963896,-7.765602667937117,-21.998851234922455,84.92672714584788,-42.87844891871737,23.25
4108.8354386,-7.765602667937117,-22.80298678920161,87.43893928820657,-42.72930648769575,23.25
4108.869088811,-7.765602667937117,-23.492245835726592,89.67201674808095,-42.87844891871737,23.333333333333343
4108.902552275,-7.765602667937117,-24.066628374497412,91.7655268667132,-42.87844891871737,23.333333333333343
4108.936214819,-7.765602667937117,-24.755887421022408,93.71946964410327,-42.87844891871737,23.333333333333343
4108.969775295,-7.765602667937117,-25.67489948305571,95.39427773900908,-42.80387770320656,23.500000000000014
4109.004378182,-7.6703191996188735,-26.823664560597365,96.65038381018843,-42.87844891871737,23.91666666666667
4109.037872348,-7.6703191996188735,-28.087306145893166,97.48778785764131,-42.87844891871737,24.91666666666667
4109.071416103,-7.575035731300616,-29.465824238943142,98.18562456385206,-42.87844891871737,26.499999999999986
4109.104900677,-7.575035731300616,-30.729465824238943,98.60432658757853,-42.87844891871737,28.5
4109.138362105,-7.575035731300616,-32.10798391728892,98.74389392882065,-42.87844891871737,31.166666666666686
4109.171984762,-7.575035731300616,-33.37162550258472,98.74389392882065,-42.87844891871737,34.16666666666666
4109.206088886,-7.575035731300616,-34.63526708788052,98.60432658757853,-42.95302013422819,37.416666666666686
4109.239594366,-7.575035731300616,-35.784032165422175,98.46475924633634,-42.95302013422819,40.83333333333334
4109.273041276,-7.575035731300616,-36.703044227455486,98.32519190509421,-42.95302013422819,44.08333333333334
4109.306527906,-7.575035731300616,-37.736932797242964,98.18562456385206,-42.95302013422819,47.41666666666666
4109.340182931,-7.575035731300616,-38.65594485927628,98.0460572226099,-43.027591349739005,50.41666666666666
4109.373923377,-7.479752262982373,-39.46008041355543,96.92951849267271,-43.027591349739005,53.0
4109.407549849,-7.479752262982373,-40.37909247558874,94.41730635031402,-43.027591349739005,56.0
4109.44101272,-7.479752262982373,-41.18322802986789,91.06769016050245,-43.027591349739005,58.58333333333334
4109.474527905,-7.479752262982373,-41.75761056863871,86.88066992323795,-43.027591349739005,61.08333333333334
4109.508071973,-7.479752262982373,-41.98736358414704,82.1353803210049,-43.027591349739005,63.75
4109.541586766,-7.479752262982373,-41.98736358414704,77.52965806001396,-43.027591349739005,66.41666666666666
4109.575192016,-7.479752262982373,-41.75761056863871,72.50523377529657,-43.027591349739005,69.16666666666666
4109.608714845,-7.479752262982373,-41.64273406088454,67.7599441730635,-43.027591349739005,71.83333333333331
